"Channel 1_x","Channel 1_y"
5.395280838,-1465.991479,
5.418872118,-1438.21512,
5.441968203,-1416.706453,
5.466228962,-1393.096017,
5.492636919,-1353.83645,
5.516234875,-1329.646061,
5.54034996,-1263.492977,
5.562585115,-1228.102596,
5.585191965,-1152.729619,
5.60687995,-1144.595252,
5.626269817,-1072.075919,
5.649667025,-1034.709656,
5.672555923,-909.5725835,
5.695526123,-894.0198165,
5.719593048,-813.4272562,
5.744488001,-757.3455401,
5.767606974,-667.3687236,
5.788612127,-587.7769479,
5.807268143,-555.5467232,
5.827866077,-492.0992224,
5.846986055,-443.3222979,
5.869414091,-327.7024602,
5.890459776,-240.0062335,
5.911982059,-189.5186802,
5.931419849,-116.9643682,
5.954534054,-31.83487516,
5.973773003,44.72844504,
5.998992205,85.62022701,
6.021441936,218.9992439,
6.04240799,244.9266373,
6.063079834,353.0130889,
6.085088015,407.6362506,
6.106276989,469.4490271,
6.126344919,563.6314264,
6.145931005,614.0765145,
6.168061972,672.3903613,
6.190670013,735.2961027,
6.21351099,815.5144679,
6.236319065,898.4522517,
6.259649038,996.729409,
6.280490875,1007.26161,
6.302749872,1079.821129,
6.325674057,1133.335924,
6.347328901,1183.64257,
6.36908102,1228.596142,
6.391536951,1275.114692,
6.413083076,1289.0841,
6.434933901,1317.145661,
6.456956863,1385.314596,
6.478224754,1410.832601,
6.499801159,1428.77438,
6.522926092,1459.903346,
6.544444799,1466.547441,
6.566459894,1473.216301,
6.588602066,1480.08554,
6.610257864,1502.615038,
6.632462025,1494.766175,
6.651973963,1490.824995,
6.672560215,1488.843642,
6.69240284,1474.317804,
6.714936018,1475.092688,
6.739303827,1470.137083,
6.763556004,1433.957834,
6.785447836,1406.816184,
6.809182882,1372.694319,
6.831448078,1344.601912,
6.853146076,1303.225696,
6.878864765,1270.838553,
6.905734777,1222.486989,
6.929917812,1144.905193,
6.956689835,1098.443498,
6.980690956,1028.467028,
7.003948927,958.6444177,
7.027987003,894.7796508,
7.051540852,830.0172681,
7.073417902,764.419135,
7.094638109,675.3153389,
7.116811037,626.4307886,
7.139986992,550.3021893,
7.161467791,493.224847,
7.179949045,415.4854796,
7.201972008,351.2960222,
7.224502087,251.9457592,
7.245574951,189.7140078,
7.265702963,111.5834825,
7.290014029,9.371743565,
7.312216043,-47.93894279,
7.334114075,-142.1985494,
7.355993986,-204.43041,
7.378020048,-264.1085201,
7.399742842,-346.8312982,
7.423555136,-447.8090506,
7.44921279,-515.2808291,
7.474380016,-611.2979924,
7.529304981,-664.8000724,
7.552022934,-852.4028738,
7.573868036,-895.470429,
7.593968153,-967.7564719,
7.613077879,-1019.74425,
7.632187843,-1070.602306,
7.65130806,-1126.128039,
7.670703173,-1176.581771,
7.689651966,-1189.92375,
7.709979773,-1244.062451,
7.729232073,-1309.349849,
7.748510838,-1294.539847,
7.768249035,-1338.832422,
7.787494898,-1371.807193,
7.810575008,-1389.226493,
7.832837105,-1413.146713,
7.854014874,-1457.302058,
7.878744125,-1461.346342,
7.903698921,-1479.403126,
7.927308083,-1489.707905,
7.95005703,-1485.484889,
7.976053953,-1508.415641,
8.004502058,-1499.410677,
8.034271002,-1495.935389,
8.063863039,-1474.345282,
8.089921951,-1440.173238,
8.112948895,-1412.637213,
8.135365009,-1395.4682,
8.159348011,-1332.549432,
8.18111515,-1286.443104,
8.203780174,-1278.526723,
8.22598815,-1217.648012,
8.247853041,-1184.69857,
8.269717932,-1147.607372,
8.291324854,-1050.211266,
8.310026884,-1040.161299,
8.334031105,-970.8993667,
8.358909845,-911.4846551,
8.38310504,-842.6280845,
8.409705877,-743.5886111,
8.43346405,-703.0298624,
8.457608938,-589.8751744,
8.479256153,-525.6450954,
8.502610922,-421.7928527,
8.525978088,-350.7133768,
8.549019814,-307.2059949,
8.572124958,-218.9144718,
8.592972994,-140.8952927,
8.61717701,-54.05601998,
8.64061904,30.77341066,
8.663354158,82.14220767,
8.686259031,181.708037,
8.709385872,281.3215838,
8.732251883,345.4745187,
8.754917145,446.1609911,
8.777066946,473.9013527,
8.800051928,581.874123,
8.820186138,652.7469286,
8.838772058,695.868524,
8.861871004,771.8920321,
8.888390779,838.7445995,
8.913616896,906.8010307,
8.936962128,974.0825717,
8.963233948,1010.800052,
8.986727953,1147.388622,
9.010406971,1173.738425,
9.03412509,1199.410699,
9.058264971,1256.097701,
9.078491211,1302.575506,
9.097604036,1306.838972,
9.119088173,1375.15106,
9.13912487,1394.733103,
9.159910917,1421.350831,
9.179629087,1441.959605,
9.198297024,1447.148457,
9.21807313,1479.590027,
9.236774921,1479.43473,
9.255259991,1508.532005,
9.289780855,1501.52461,
9.318645954,1499.467323,
9.34176302,1501.590096,
9.362501144,1479.993905,
9.38576889,1481.093862,
9.40949297,1429.870579,
9.430847883,1429.537298,
9.452888012,1414.681786,
9.477192879,1395.619841,
9.499289036,1334.632349,
9.522769928,1297.360833,
9.553493023,1254.042039,
9.583483219,1178.307216,
9.614725828,1126.831911,
9.645303011,1048.146139,
9.794704199,950.1543185,
9.839023113,534.9315301,
9.88774991,359.6402227,
9.928571939,206.1640635,
9.954712152,23.01407553,
9.986663818,-54.83894551,
10.00884104,-141.3011426,
10.03113103,-249.3917496,
10.05314207,-328.0001856,
