"Channel 1_x","Channel 1_y"
0.67283988,0.408707672,
0.6758589745,0.3976564459,
0.6792461872,0.3851861506,
0.6824371815,0.3733839616,
0.68724823,0.3554590752,
0.6904041767,0.3436361933,
0.6933062077,0.3327039699,
0.6964700222,0.3207388254,
0.700494051,0.3054640206,
0.7051119804,0.287815853,
0.7087569237,0.2738495161,
0.7118971348,0.2617254651,
0.7151770592,0.2490400042,
0.7198760509,0.2308016709,
0.7229480743,0.2188207772,
0.726031065,0.2067750775,
0.7294619083,0.1933329801,
0.7325718403,0.1811001757,
0.7360019684,0.1675955552,
0.7390310764,0.15563849,
0.7421660423,0.143239524,
0.7452869415,0.1308728718,
0.7482750416,0.1190113656,
0.7533280849,0.09892749147,
0.7563540936,0.08687587901,
0.7595829964,0.07399460315,
0.7626459599,0.06177489549,
0.7663190365,0.04711689392,
0.7709519863,0.0285852995,
0.776982069,0.004485060478,
0.786411047,-0.0332085171,
0.795058012,-0.06775815779,
0.8048791885,-0.1069053911,
0.8124210835,-0.1368393366,
0.8213129044,-0.1719837128,
0.8301949501,-0.2068582267,
0.8394958973,-0.2431057938,
0.8474769592,-0.2739468452,
0.8565821648,-0.3087840604,
0.8640360832,-0.337001265,
0.8744161129,-0.3757874251,
0.8821280003,-0.4041907174,
0.8905630112,-0.4348305857,
0.8969871998,-0.4578315084,
0.9050900936,-0.4863869947,
0.9127700329,-0.512997751,
0.9204590321,-0.5391556323,
0.9275131226,-0.5626947638,
0.9356470108,-0.5892859046,
0.9437849522,-0.6152714576,
0.9504928589,-0.636199973,
0.9590709209,-0.662289464,
0.9665951729,-0.6845237326,
0.9757549763,-0.7107881115,
0.9827740192,-0.7302406591,
0.9918529987,-0.7545675226,
0.9994060993,-0.7740528495,
1.007867098,-0.7950334167,
1.014309168,-0.8103928733,
1.022687912,-0.8295770083,
1.029657125,-0.8448209354,
1.037479877,-0.8611371743,
1.045297146,-0.8766150179,
1.052763224,-0.8905963772,
1.059484005,-0.9024961191,
1.067000151,-0.9149508143,
1.074027061,-0.9260114948,
1.08153224,-0.9369208885,
1.091027021,-0.9495161479,
1.099124908,-0.959164893,
1.107445002,-0.9680610797,
1.115319967,-0.9754736512,
1.123758078,-0.9823496784,
1.133167028,-0.9886888583,
1.141894102,-0.9933236799,
1.149157047,-0.9962524317,
1.159047842,-0.9988944843,
1.16816783,-0.9999432899,
1.176926851,-0.9997000391,
1.181996107,-0.9989979918,
1.187832117,-0.9976811368,
1.191920042,-0.9964341672,
1.196420193,-0.9947541374,
1.201611996,-0.9924157664,
1.206741095,-0.9896834355,
1.211009026,-0.9870952819,
1.215009928,-0.9844055955,
1.221560001,-0.9794594689,
1.225522995,-0.9761399263,
1.2309618,-0.9711841917,
1.237841845,-0.9642626813,
1.241798162,-0.9599473686,
1.245659113,-0.9555034817,
1.250602007,-0.9495513092,
1.255707026,-0.9428821653,
1.260313988,-0.936581948,
1.263572931,-0.9319282526,
1.269157171,-0.9236059833,
1.273233891,-0.9172216956,
1.276222944,-0.9123939487,
1.279527903,-0.906904534,
1.284262896,-0.8988274749,
1.288252115,-0.8916503321,
1.291656017,-0.8854055252,
1.294848919,-0.8793951702,
1.298974037,-0.8714359675,
1.304068089,-0.861248926,
1.307473183,-0.8542436396,
1.310533047,-0.8478163476,
1.314038992,-0.8402991392,
1.319298983,-0.8287098828,
1.322697878,-0.8210194758,
1.325680017,-0.8141606239,
1.329085827,-0.806167226,
1.332537174,-0.7979285068,
1.33743,-0.7859768541,
1.340996027,-0.777083729,
1.343998909,-0.769459913,
1.347472191,-0.7605465243,
1.352290154,-0.7478583549,
1.355644226,-0.738884801,
1.358738899,-0.7304865967,
1.362214804,-0.720920481,
1.366278172,-0.7095692014,
1.37123394,-0.6954564922,
1.37442708,-0.6862185906,
1.377799988,-0.6763454951,
1.380935907,-0.6670530493,
1.385629892,-0.6529451382,
1.38903904,-0.6425724021,
1.392080069,-0.6331884049,
1.395107031,-0.6237745013,
1.398405075,-0.6134094594,
1.402203798,-0.6013341419,
1.405125141,-0.5919544091,
1.408226967,-0.5819161515,
1.411763906,-0.570352651,
1.415102959,-0.5593471275,
1.420552969,-0.5411280249,
1.423814058,-0.5301168173,
1.427337885,-0.5181119797,
1.430802822,-0.5062147564,
1.436264038,-0.48724631,
1.439487934,-0.4759490459,
1.442875147,-0.4639941031,
1.445819139,-0.4535407666,
1.449981928,-0.4386230529,
1.454558849,-0.4220944199,
1.458039045,-0.409434887,
1.460963011,-0.3987400301,
1.464531898,-0.3856003324,
1.469464064,-0.3673687483,
1.472984076,-0.3542105058,
1.47747612,-0.3373563949,
1.48141098,-0.3224704887,
1.485343933,-0.3075434189,
1.488328934,-0.2961613589,
1.492074013,-0.2818350361,
1.49563098,-0.2681604543,
1.49968791,-0.252503536,
1.504416943,-0.23412105,
1.507951021,-0.220370499,
1.511361122,-0.2070341433,
1.51533699,-0.1914731151,
1.520877123,-0.169653873,
1.524810076,-0.1541410678,
1.528603792,-0.1391294431,
1.532688141,-0.1229577025,
1.537572145,-0.103512599,
1.540639877,-0.09129535394,
1.543768167,-0.0788523461,
1.546720028,-0.06705646402,
1.550472975,-0.05207813905,
1.554940939,-0.03421935511,
1.557933092,-0.02225272627,
1.561040163,-0.009829935903,
1.564342022,0.00337733497,
1.567716122,0.01682049496,
1.57070899,0.02884502719,
1.573858976,0.04144187073,
1.576795101,0.05316458167,
1.579779148,0.0650836252,
1.583005905,0.07795465706,
1.587535143,0.09600554329,
1.590651035,0.1084047114,
1.593617916,0.1201868127,
1.596523046,0.1317175623,
1.59999299,0.1454632786,
1.60454011,0.1634332436,
1.607633829,0.1756345416,
1.610566139,0.1871634891,
1.613613129,0.1990078535,
1.617928982,0.2160100012,
1.620959044,0.2278307333,
1.624033928,0.2397864901,
1.626971245,0.2511789368,
1.629961967,0.262740056,
1.633097887,0.2748229625,
1.636430979,0.2876089396,
1.639518023,0.2994204309,
1.642432928,0.3105254265,
1.645379066,0.3217046873,
1.64863801,0.3339937292,
1.653249979,0.3513467456,
1.656280041,0.3626681871,
1.659317017,0.3739655411,
1.662475109,0.3856547095,
1.665889978,0.398188796,
1.670517921,0.4151256755,
1.673655033,0.426516582,
1.67655921,0.4369869231,
1.67968297,0.4481914062,
1.684401989,0.4648756751,
1.68802309,0.4777620374,
1.691046238,0.4883500583,
1.694028139,0.4987236719,
1.697340965,0.5101447578,
1.702872992,0.5290674376,
1.706225157,0.540394645,
1.70914793,0.5501953093,
1.712124109,0.5601032748,
1.715259075,0.5704472743,
1.718709946,0.5817329447,
1.72170496,0.5914291513,
1.724767923,0.6012631213,
1.727718115,0.6106534735,
1.730733156,0.6201592535,
1.735661983,0.6355046516,
1.738600016,0.6445343413,
1.741652966,0.6538171191,
1.74467206,0.6629089865,
1.748661041,0.6747590353,
1.753041029,0.6875997513,
1.756865025,0.6986244583,
1.760917902,0.7101212261,
1.764630079,0.7204965675,
1.770705938,0.7371355603,
1.774324894,0.7468431209,
1.778287172,0.7572848079,
1.782279968,0.7676085403,
1.787224054,0.780149948,
1.790966034,0.7894143183,
1.795013189,0.7992468582,
1.799540997,0.8099939324,
1.805233955,0.8231532948,
1.809381008,0.8324470918,
1.812774897,0.8399079577,
1.816048145,0.8469391754,
1.820878983,0.8570588704,
1.823929071,0.8632827033,
1.826885223,0.8691860924,
1.829899073,0.8750179928,
1.833523035,0.8820060415,
1.838060141,0.8904138551,
1.841106892,0.8958953794,
1.844095945,0.9011425345,
1.847153187,0.9063745439,
1.851675034,0.913864242,
1.854700089,0.9187131639,
1.85771203,0.9234061751,
1.860634089,0.9278288692,
1.863658905,0.9322742921,
1.867163897,0.9372529272,
1.870094061,0.9412745447,
1.873842001,0.9462291964,
1.876772165,0.9499569059,
1.879709959,0.9535632248,
1.88304615,0.9574881957,
1.88786602,0.9628782006,
1.891160011,0.9663533962,
1.894107103,0.9693171905,
1.897269964,0.9723476461,
1.901632071,0.9762594304,
1.904702902,0.9788619459,
1.907691002,0.9812372341,
1.910974026,0.9836839639,
1.914107084,0.9858611122,
1.917543888,0.9880727514,
1.920570135,0.9898636584,
1.923617125,0.9915142236,
1.926544189,0.9929725722,
1.929616213,0.99435352,
1.933148861,0.9957530974,
1.937681198,0.9972586427,
1.940634012,0.9980633273,
1.943649054,0.9987408946,
1.946558952,0.9992569921,
1.950095177,0.9997019699,
1.95443511,0.9999751995,
1.960254908,0.9998684252,
1.96432209,0.9994723754,
1.969649076,0.9985530428,
1.972682953,0.997826685,
1.976518154,0.9966997748,
1.980010033,0.9954664937,
1.984187126,0.9937531333,
1.988754988,0.9915331641,
1.992539883,0.9894542302,
1.996469975,0.9870550344,
2.000504017,0.9843887573,
2.0053339,0.980750165,
2.009101152,0.9776950479,
2.012078047,0.9751229488,
2.015686989,0.9718242555,
2.021203995,0.9663854889,
2.025599957,0.9617166101,
2.028585911,0.958371398,
2.032721996,0.9535180773,
2.037972927,0.9469815022,
2.041041136,0.9429620886,
2.044463158,0.9383214144,
2.048529863,0.9325740676,
2.054129124,0.9242563606,
2.057922125,0.9183564451,
2.062037945,0.9117145228,
2.066148996,0.9048431893,
2.070981026,0.8964352779,
2.074523211,0.8900719332,
2.078245163,0.883179778,
2.082314014,0.87544094,
2.088382006,0.8634529809,
2.092351913,0.8553318325,
2.095896006,0.8479016312,
2.099602938,0.8399565351,
2.104620934,0.8288777947,
2.107602835,0.8221419926,
2.110630035,0.81518856,
2.113794088,0.807795856,
2.118273973,0.7971274449,
2.121426821,0.7894265301,
2.12462306,0.7815178136,
2.127573967,0.7740940275,
2.130694866,0.7661486915,
2.134475946,0.7563472054,
2.138015032,0.7470034615,
2.141146183,0.7386024081,
2.14411211,0.7305554072,
2.147098064,0.7223416812,
2.151677847,0.7095609078,
2.154685974,0.7010263504,
2.157959938,0.6916266979,
2.160918951,0.6830298028,
2.164205074,0.6733739863,
2.168955088,0.6592093811,
2.17195797,0.6501233411,
2.174943924,0.6410019308,
2.177910089,0.6318511731,
2.181233168,0.6214929228,
2.185740948,0.6073167309,
2.18957901,0.5950013754,
2.19256115,0.5853689021,
2.195549011,0.5756343685,
2.198732138,0.5651828227,
2.202198982,0.5536887356,
2.205482006,0.5427123091,
2.208562851,0.5323102303,
2.211537838,0.5222021384,
2.214528084,0.5119619833,
2.219677925,0.4941653991,
2.222687006,0.4836600202,
2.225885868,0.4724206002,
2.228891134,0.4617959068,
2.231921911,0.4510117595,
2.236935854,0.4330143831,
2.23993206,0.4221779846,
2.243628979,0.4087523367,
2.247488022,0.3945989227,
2.252144098,0.377425535,
2.255213976,0.3660189488,
2.258728981,0.3529247204,
2.262141943,0.3400919502,
2.26531291,0.3281371026,
2.26872015,0.3152372257,
2.271729946,0.3037884063,
2.274702072,0.2924378216,
2.2777071,0.2809150039,
2.280925035,0.2685450733,
2.285675049,0.2502001932,
2.288692951,0.2384871766,
2.291668892,0.2269139808,
2.294663906,0.21522204,
2.297862053,0.2027157111,
2.303508997,0.1805789721,
2.306764126,0.1677265372,
2.309757948,0.1559119777,
2.312746048,0.1440986633,
2.316063881,0.1309421903,
2.321573019,0.1090776723,
2.325233221,0.09450545684,
2.328948975,0.07971428101,
2.332662106,0.06491314533,
2.338315964,0.04232597053,
2.341511011,0.02953029349,
2.344624043,0.01708639843,
2.348541975,0.001439341243,
2.354443073,-0.02217181736,
2.357959986,-0.03623716349,
2.361937046,-0.05213731978,
2.365948915,-0.06813559022,
2.37174201,-0.09123755548,
2.375537872,-0.1063513202,
2.378772974,-0.1192052861,
2.382172823,-0.1327170692,
2.387027025,-0.1519387178,
2.390292883,-0.1648173964,
2.393457174,-0.1773066997,
2.396633148,-0.1897787487,
2.401535034,-0.2088439612,
2.405500889,-0.2244877077,
2.408496141,-0.2361678489,
2.41164422,-0.2483701287,
2.414815903,-0.2606353218,
2.420060873,-0.2808321538,
2.423159122,-0.292710932,
2.426246881,-0.3044965618,
2.429201841,-0.315729061,
2.432827234,-0.3294461841,
2.437608957,-0.3474528865,
2.44079113,-0.3593591886,
2.443897009,-0.3709212318,
2.446961164,-0.3822753743,
2.451460123,-0.3988450995,
2.454540968,-0.410119642,
2.457581043,-0.421175302,
2.460576057,-0.4320104815,
2.463773966,-0.4435120506,
2.467246056,-0.4559191212,
2.470246077,-0.4665596197,
2.473438978,-0.4778243191,
2.476433039,-0.4883078987,
2.479462147,-0.4988479403,
2.482933044,-0.5108224014,
2.488151073,-0.5286565435,
2.491317987,-0.5393730246,
2.494418859,-0.5497774276,
2.497633934,-0.5604700709,
2.502521038,-0.5765475613,
2.50559783,-0.5865601547,
2.508703947,-0.5965833943,
2.511668921,-0.6060555926,
2.515000105,-0.6165815006,
2.520070791,-0.6324419528,
2.523195028,-0.6420710868,
2.526607037,-0.6524741618,
2.529571056,-0.6614156218,
2.532941103,-0.6714599719,
2.537735939,-0.6855489784,
2.540743828,-0.6942618712,
2.543708801,-0.7027486775,
2.546720028,-0.7112680409,
2.550508976,-0.721831349,
2.554860115,-0.7337717529,
2.557954073,-0.7421234376,
2.561007023,-0.7502504974,
2.564157963,-0.7585286809,
2.567632198,-0.7675084984,
2.570670128,-0.7752413631,
2.573900938,-0.7833425246,
2.576874018,-0.7906744369,
2.579999924,-0.7982722052,
2.583570957,-0.8067864394,
2.588267088,-0.8177487442,
2.591291189,-0.82465114,
2.594271898,-0.8313343001,
2.597425938,-0.8382801901,
2.601988077,-0.8480873756,
2.605060101,-0.8545024052,
2.609018087,-0.86264344,
2.612865925,-0.8703265642,
2.616553068,-0.8774967795,
2.620787859,-0.8854946715,
2.624404907,-0.892133015,
2.628426075,-0.8992768257,
2.632246017,-0.9058275869,
2.637233257,-0.9141286451,
2.640859127,-0.9199060014,
2.644852877,-0.926053496,
2.648646832,-0.931666255,
2.654012918,-0.9392618102,
2.657521248,-0.9439677981,
2.661019802,-0.9485098449,
2.664365053,-0.952665235,
2.66942215,-0.9586184155,
2.672553062,-0.962107777,
2.675688982,-0.9654522752,
2.678764105,-0.9685860793,
2.681931973,-0.971657554,
2.687000036,-0.9762506176,
2.690090895,-0.9788546001,
2.693137169,-0.9812742372,
2.696187019,-0.9835504421,
2.701830149,-0.9873753843,
2.705655098,-0.989684411,
2.708843946,-0.9914318719,
2.71192193,-0.9929644824,
2.714981079,-0.9943393774,
2.720160961,-0.9963266034,
2.723222971,-0.9973013336,
2.726364851,-0.9981435372,
2.729434013,-0.9988171298,
2.732894897,-0.9993935737,
2.737796068,-0.9998844933,
2.740818977,-0.999995198,
2.746694088,-0.9997925015,
2.751549959,-0.9992073981,
2.755491972,-0.998455323,
2.758708,-0.9976588405,
2.762799025,-0.9964069437,
2.766769886,-0.9949520645,
2.771379948,-0.9929140471,
2.775605917,-0.9907623563,
2.779688835,-0.9884161758,
2.783819914,-0.9858050495,
2.788017035,-0.9828114996,
2.79145813,-0.9801791122,
2.794620037,-0.9775899001,
2.798106194,-0.9745623417,
2.803952217,-0.9690603231,
2.808140993,-0.9647866764,
2.811342001,-0.9613345417,
2.815376043,-0.9567739971,
2.82009697,-0.9511102714,
2.823940039,-0.9462481738,
2.82800889,-0.9408570037,
2.832134247,-0.9351434838,
2.837613106,-0.9271537955,
2.84168911,-0.9209205488,
2.844897032,-0.9158387381,
2.848773003,-0.9095129073,
2.854030132,-0.9005581557,
2.857156038,-0.8950517061,
2.860199928,-0.8895573989,
2.863219023,-0.8839781249,
2.866775036,-0.8772410684,
2.871261835,-0.8684818638,
2.874356031,-0.8622766897,
2.877963066,-0.8548846972,
2.881105185,-0.8482940723,
2.885857105,-0.8380763909,
2.888955116,-0.8312517005,
2.892145872,-0.8240844123,
2.895211935,-0.8170912617,
2.898616076,-0.8091567293,
2.903445959,-0.7976544128,
2.906461954,-0.7903159056,
2.909446955,-0.7829482634,
2.912436008,-0.7754504608,
2.917123079,-0.763494911,
2.922733068,-0.7487935405,
2.926020145,-0.7400168913,
2.929262161,-0.7312301425,
2.933356047,-0.7199782237,
2.938201189,-0.7063803046,
2.941527128,-0.6969012407,
2.945416927,-0.6856671231,
2.94950819,-0.6736705187,
2.954905987,-0.6575574465,
2.958084106,-0.6479087741,
2.961986065,-0.6359540863,
2.966186047,-0.6229305859,
2.971910238,-0.6048329497,
2.975289106,-0.5939950108,
2.978972912,-0.5820730523,
2.982802868,-0.5695543984,
2.987751007,-0.5531721621,
2.990942001,-0.5424949439,
2.993918896,-0.5324496157,
2.996914864,-0.5222709905,
3.001788139,-0.505556905,
3.004892826,-0.4947984124,
3.007925987,-0.4842130505,
3.010919809,-0.4737066806,
3.014070988,-0.4625660547,
3.017585993,-0.4500732287,
3.020591021,-0.4392934071,
3.023758173,-0.4278776952,
3.027473927,-0.414392853,
3.030524969,-0.4032666217,
3.03516221,-0.386221749,
3.038226843,-0.3748794838,
3.04125905,-0.3636060916,
3.044328928,-0.3521578053,
3.047537088,-0.3400997152,
3.050894022,-0.3274466412,
3.053964138,-0.3158188039,
3.057017088,-0.3042051157,
3.060090065,-0.2924721652,
3.063178062,-0.2806391826,
3.06663394,-0.2673512361,
3.071024179,-0.250382695,
3.074152946,-0.238249757,
3.077234983,-0.2262625257,
3.080481052,-0.2135971938,
3.08506012,-0.1956688032,
3.088177919,-0.1834190854,
3.091264963,-0.1712676641,
3.094419956,-0.1588199081,
3.097641945,-0.1460836388,
3.101088047,-0.1324336594,
3.104203939,-0.1200651704,
3.107239008,-0.1080041672,
3.110240936,-0.09605919433,
3.113287926,-0.08392456533,
3.11659503,-0.07074061523,
3.121148109,-0.05255938656,
3.124278069,-0.04005306248,
3.127327919,-0.02786077191,
3.130454063,-0.01536301019,
3.135071993,0.003080441815,
3.138406038,0.01644735794,
3.141500235,0.02882089338,
3.144680023,0.04153304291,
3.147923946,0.05449367915,
3.151482105,0.06869441045,
3.154766083,0.0817929867,
3.158092976,0.0950568794,
3.161144018,0.1071936659,
3.164250135,0.1195379557,
3.169079065,0.1386916831,
3.172114849,0.150704113,
3.175280094,0.1632109005,
3.178364038,0.1753694822,
3.181833982,0.1890158918,
3.186650038,0.207901279,
3.189951897,0.2207820887,
3.194010019,0.2365833041,
3.198185921,0.2527798788,
3.20343709,0.2730598277,
3.207664013,0.2892660028,
3.210993052,0.3020104902,
3.215037823,0.3173794168,
3.221277952,0.3409400524,
3.225296021,0.3560153653,
3.229283094,0.3708648525,
3.233505011,0.3864919377,
3.238954067,0.406504531,
3.242759943,0.4203839964,
3.245958805,0.4319454075,
3.249895811,0.4460798892,
3.255698919,0.4667353499,
3.259248018,0.4792640724,
3.262307167,0.4899709508,
3.265758991,0.5019404246,
3.27094698,0.5197957658,
3.274139166,0.5306677812,
3.277190924,0.5409720152,
3.280240059,0.5511718048,
3.284810066,0.5663386484,
3.288124084,0.5772239862,
3.291182995,0.5871750688,
3.294255018,0.5970741478,
3.297357082,0.6069589219,
3.300786972,0.6178243441,
3.303945065,0.6277078218,
3.30756712,0.6389220897,
3.310575008,0.6481282492,
3.31357789,0.6572320221,
3.318089962,0.6706640694,
3.32126689,0.680092386,
3.324360847,0.6891214152,
3.327372074,0.6977933601,
3.3304708,0.7066193404,
3.334002018,0.7165225692,
3.33716917,0.7253210391,
3.340249062,0.7337467048,
3.343341112,0.7420936123,
3.34643507,0.7503345666,
3.349946022,0.7595310174,
3.354470968,0.7711878524,
3.357642889,0.7792050317,
3.360764265,0.7869690348,
3.363941193,0.7947116923,
3.368822098,0.8064433416,
3.371846914,0.8135413457,
3.375029087,0.8208743426,
3.378099918,0.8278257508,
3.381321907,0.8349909525,
3.38646102,0.846120635,
3.389572144,0.8526812801,
3.392700911,0.8591613834,
3.395881891,0.865602074,
3.399654865,0.8730569598,
3.404324055,0.8820126403,
3.407464027,0.8878654094,
3.410554171,0.8934824382,
3.413661003,0.8989948098,
3.418068886,0.9065749602,
3.421178102,0.9117548038,
3.424368143,0.9169199578,
3.427420855,0.9217248453,
3.430610895,0.926580699,
3.434001923,0.9316154311,
3.437157154,0.9361264557,
3.440279007,0.9404489369,
3.443431854,0.944658586,
3.44648385,0.9485932876,
3.44998908,0.9529357572,
3.454557896,0.9583182353,
3.457724094,0.9618606963,
3.461157084,0.965522901,
3.465308905,0.9697087761,
3.470630884,0.9746951481,
3.474446058,0.9779890895,
3.478491783,0.981236992,
3.482578993,0.984256349,
3.487988949,0.9878517087,
3.492377996,0.9904274261,
3.495869875,0.9922599357,
3.500185013,0.9942523438,
3.505603075,0.9963422947,
3.508686066,0.9973202984,
3.512636185,0.9983505555,
3.516289949,0.9990827015,
3.521221161,0.9997335781,
3.524290085,0.9999416329,
3.527469158,0.9999981796,
3.535306931,0.9994470921,
3.539896965,0.9986688072,
3.543982983,0.9976924155,
3.547894955,0.9965082078,
3.552891016,0.994639967,
3.555966854,0.9932911326,
3.559455872,0.9915831602,
3.563051939,0.9896171956,
3.566856861,0.9873131979,
3.570959091,0.9845779137,
3.574444056,0.9820428817,
3.577493906,0.9796666285,
3.581180811,0.9766001241,
3.586671114,0.9716489494,
3.59084487,0.9675643817,
3.594072104,0.9642197077,
3.597366095,0.960644431,
3.602367878,0.9548943745,
3.605435133,0.9511773044,
3.609417915,0.9461446867,
3.613259077,0.9410525401,
3.617321968,0.9354393425,
3.621803999,0.9289435161,
3.625828028,0.9228720237,
3.629958153,0.9163842211,
3.634547949,0.9089573716,
3.638813019,0.9016265957,
3.642522097,0.8951093945,
3.645595789,0.8895594283,
3.648978949,0.8833136282,
3.653702974,0.8742825593,
3.656887054,0.8680298596,
3.660024166,0.8617336474,
3.663131237,0.855357186,
3.666928053,0.8474206232,
3.67138505,0.837793068,
3.674481153,0.8309651313,
3.677567005,0.8240388462,
3.680793047,0.81665815,
3.685847998,0.8048249863,
3.689038992,0.797184056,
3.692198992,0.7894864234,
3.695323229,0.7817553428,
3.698590994,0.7735499605,
3.703799963,0.7601661866,
3.707215071,0.7512199635,
3.71043396,0.7426593942,
3.713700056,0.7338500398,
3.718764067,0.7199402712,
3.721940994,0.7110621,
3.725086927,0.7021560087,
3.728506088,0.69235531,
3.731755972,0.6829171734,
3.736900091,0.6677426382,
3.740104914,0.658141864,
3.743269205,0.6485577197,
3.746318102,0.6392297933,
3.749873161,0.6282329127,
3.754557848,0.6135434976,
3.75771594,0.6035164792,
3.760813951,0.5935895911,
3.764290094,0.5823464945,
3.770651817,0.5614828458,
3.774545193,0.5485124392,
3.777683973,0.5379716141,
3.781384945,0.5254534675,
3.786990166,0.5062476337,
3.791217804,0.4915883324,
3.794336081,0.4806717221,
3.798329115,0.4666294909,
3.804543972,0.4444928946,
3.808630943,0.429793449,
3.812764883,0.4147978421,
3.818310022,0.3945264671,
3.82303524,0.3770831304,
3.827219009,0.3615340353,
3.831819057,0.344325383,
3.83761096,0.3224722715,
3.840949059,0.3097866715,
3.844033003,0.2980381081,
3.847351074,0.2853358052,
3.852097988,0.267098199,
3.855355024,0.2545173744,
3.858466148,0.2424633007,
3.861563206,0.2304468476,
3.864890099,0.2174532259,
3.868458033,0.203512534,
3.871562958,0.1913251969,
3.874630928,0.1792612226,
3.877702236,0.1671711713,
3.881283998,0.153056391,
3.886281967,0.1332433922,
3.889374018,0.1209746476,
3.892543077,0.1083830737,
3.895843983,0.09524721726,
3.899708986,0.07985527589,
3.904334068,0.06139380082,
3.907500029,0.04874926333,
3.910606146,0.03633231093,
3.913741112,0.0238020121,
3.918342829,0.00540022692,
3.921439886,-0.006995548538,
3.924507141,-0.01925866661,
3.927618027,-0.03170190196,
3.930936098,-0.04496433473,
3.934360981,-0.05863774681,
3.937458992,-0.07100460065,
3.940634012,-0.0836741623,
3.943803072,-0.096298887,
3.946907997,-0.1086531219,
3.951487064,-0.1268331964,
3.954571962,-0.1390669455,
3.957653999,-0.1512681943,
3.960796833,-0.1636844692,
3.964063883,-0.1765573771,
3.967478991,-0.1899853798,
3.970711946,-0.2026701051,
3.974085093,-0.2158591741,
3.977635145,-0.2297023785,
3.9807899,-0.2419699883,
3.98589015,-0.2617084201,
3.989065886,-0.2739251688,
3.992411852,-0.2867950375,
3.995501041,-0.2986096061,
3.999301195,-0.3130734905,
4.00417614,-0.3315403981,
4.007439137,-0.343829171,
4.010509014,-0.3553302494,
4.013724804,-0.3673260156,
4.018188,-0.3838660494,
4.02148819,-0.3960059206,
4.024753809,-0.4079829313,
4.027858973,-0.4192945606,
4.031115055,-0.4310853866,
4.03518796,-0.4457276376,
4.039208889,-0.4600322883,
4.043301105,-0.4745241094,
